ano,muestreo,departamento,estacion,coduer,sustrato,latitud,longitud,ca_cla,ca_cte,ca_cot,ca_hdd,ca_no3,ca_od,ca_ph,ca_po4,ca_sst,eval_cla,eval_cte,eval_cot,eval_hdd,eval_no3,eval_od,eval_ph,eval_sst,eval_po4,cot,cla,cte,hdd,no3,od,ph,po4,sst,icam,icam_calificacion,num_variables,confianza
2023,2023--1,VALLE DEL CAUCA,F. cabañas Carvajal,P76001004,Agua Marina,3.934738,-77.366128,60.35,80.76,58.38,93.6,91.21,86.25,86.93,97.36,76.24,ACEPTABLE,ADECUADA,ACEPTABLE,OPTIMA,OPTIMA,ADECUADA,ADECUADA,ADECUADA,OPTIMA,2.58,1.29,49,0.64,4.07,6.68,8.22,3.53,22.1,82.5,ADECUADA,8,1
2023,2023--1,VALLE DEL CAUCA,H. Palm View,P76001008,Agua Marina,3.928629,-77.352981,51.64,64.41,39.51,98.6,,85.03,87.69,97.62,81.18,ACEPTABLE,ACEPTABLE,INADECUADA,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,3.48,1.76,130,0.14,-1,6.58,8.2,3.25,16.2,75.68,ADECUADA,7,0.91
2023,2023--1,VALLE DEL CAUCA,Hotel Medellin,P76001005,Agua Marina,3.936501,-77.366483,58.24,90.19,40.69,98.99,,84.78,86.54,98.35,88.77,ACEPTABLE,OPTIMA,INADECUADA,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,3.43,1.37,23,0.1,-1,6.56,8.23,2.44,8.15,80.92,ADECUADA,7,0.91
2023,2023--1,VALLE DEL CAUCA,La Barra,P76001002,Agua Marina,3.949191,-77.372806,50.54,100,36.03,98.99,,85.15,86.54,,89.11,ACEPTABLE,OPTIMA,INADECUADA,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,,3.62,1.9,4.5,0.1,-1,6.59,8.23,-1,7.81,78.54,ADECUADA,6,0.79
2023,2023--1,VALLE DEL CAUCA,P. Juan de Dios,P76001025,Agua Marina,3.913272,-77.319228,36.35,34.31,47.52,,,84.16,87.69,98.42,87.26,INADECUADA,INADECUADA,INADECUADA,,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,3.12,2.82,540,-1,-1,6.51,8.2,2.36,9.65,67.71,ACEPTABLE,6,0.79
2023,2023--1,VALLE DEL CAUCA,P. Magüipi,P76002027,Agua Marina,3.833379,-77.258335,47.51,37.76,38.78,,90.3,81.19,91.32,96.61,86.33,INADECUADA,INADECUADA,INADECUADA,,OPTIMA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,3.51,2.41,460,-1,11.4,6.28,8.09,4.3,10.6,68.36,ACEPTABLE,7,0.88
2024,2024--1,ANTIOQUIA,B. Caiman nuevo,C05002012,Agua Estuarina,8.26630097,-76.77515396,97.82,95.29,,98.99,51.68,90.72,84.96,52.29,95.22,OPTIMA,OPTIMA,,OPTIMA,ACEPTABLE,OPTIMA,ADECUADA,OPTIMA,ACEPTABLE,-1,1.24,45,0.1,29.4,7.09,7.51,3.43,7.75,80.71,ADECUADA,7,0.87
2024,2024--1,ANTIOQUIA,B. Volcan,C05001013,Agua Estuarina,8.85618945,-76.42516986,96.03,86.87,,97.31,84.7,80.24,97.25,74.37,60.79,OPTIMA,ADECUADA,,OPTIMA,ADECUADA,ADECUADA,OPTIMA,ACEPTABLE,ADECUADA,-1,1.75,340,0.27,11.3,6.45,7.99,16.2,111,81.49,ADECUADA,7,0.87
2024,2024--1,ANTIOQUIA,E. R. Negro,C05001002,Agua Estuarina,8.539190849999999,-76.92972329999999,97.82,79.88,95.32,91.39,98.92,69.5,87.17,52.74,95.21,OPTIMA,ADECUADA,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,ADECUADA,OPTIMA,ACEPTABLE,1.91,1.24,680,0.86,6.3,5.8,7.56,3.71,7.77,82.06,ADECUADA,8,1
2024,2024--1,ANTIOQUIA,F. Leon,C05003002,Agua Estuarina,7.95402302,-76.77705699,97,86.87,,,,92.04,97.89,50.97,91.36,OPTIMA,ADECUADA,,,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,-1,1.47,340,-1,-1,7.18,8.08,2.58,16.4,84.47,ADECUADA,6,0.78
2024,2024--1,ANTIOQUIA,F. Leoncito-Colombia,C05003021,Agua Estuarina,8.00096101,-76.85019697,97.46,11.59,93.7,,41.21,79.73,86.75,55.04,89.39,OPTIMA,PESIMA,OPTIMA,,INADECUADA,ADECUADA,ADECUADA,ADECUADA,ACEPTABLE,2.47,1.34,16000,-1,47,6.42,7.55,5.14,21,58.79,ACEPTABLE,8,1
2024,2024--1,ANTIOQUIA,Golfo20-F. Atrato,C05003009,Agua Estuarina,8.125944,-76.808361,99.53,11.59,,,52.62,90.11,96.1,52.74,94.9,OPTIMA,PESIMA,,,ACEPTABLE,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,-1,0.76,16000,-1,28.4,7.05,7.89,3.71,8.44,58.62,ACEPTABLE,7,0.87
2024,2024--1,ANTIOQUIA,Muelle Armada,C05003020,Agua Estuarina,8.06711602,-76.73473399000001,97.36,90.2,,97.51,,89.49,98.13,,94.39,OPTIMA,OPTIMA,,OPTIMA,,ADECUADA,OPTIMA,OPTIMA,,-1,1.37,200,0.25,-1,7.01,8.13,-1,9.58,-1,NO REPORTADO,5,0.66
2024,2024--1,ANTIOQUIA,P. Arboletes,C05001001,Agua Marina,8.85595174,-76.42641537,46.08,41.36,,98.5,92.94,82.5,93.51,,41.63,INADECUADA,INADECUADA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,INADECUADA,,-1,2.51,390,0.15,7.08,6.38,8,-1,81.6,69.21,ACEPTABLE,6,0.75
2024,2024--1,ANTIOQUIA,P. Lechugal,C05001033,Agua Marina,8.58820363,-76.90281043,73.1,8.72,,98.6,88.79,81.72,93.3,94.95,73.8,ADECUADA,PESIMA,,OPTIMA,ADECUADA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,-1,0.92,2400,0.14,12.7,6.32,8.01,5.88,25.2,60.5,ACEPTABLE,7,0.87
2024,2024--1,ANTIOQUIA,P. Martina,C05002005,Agua Estuarina,8.16789667,-76.73951109000001,95.37,60.89,97.67,99.24,59.61,93.42,96.37,52.74,90.93,OPTIMA,ACEPTABLE,OPTIMA,OPTIMA,ACEPTABLE,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,0.96,1.94,1700,0.075,22.5,7.28,7.91,3.71,17.4,79.54,ADECUADA,8,1
2024,2024--1,ANTIOQUIA,P. Necoclí,C05002006,Agua Estuarina,8.42038908,-76.78576031,86,35.16,,98.99,96.44,88.71,97.84,52.74,81.71,ADECUADA,INADECUADA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,-1,4.81,3500,0.1,3.71,6.96,8.07,3.71,40.4,71.46,ADECUADA,7,0.87
2024,2024--1,ANTIOQUIA,P. Totumo,C05002007,Agua Estuarina,8.33013358,-76.7538638,71.04,83.68,,97.61,90.6,85.46,97.57,86.22,66.35,ADECUADA,ADECUADA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,ACEPTABLE,ADECUADA,-1,10.2,490,0.24,2.72,6.76,8.03,23.3,89.1,81.89,ADECUADA,7,0.87
2024,2024--1,ANTIOQUIA,P. Turbo,C05003010,Agua Estuarina,8.096603290000001,-76.74154007,94.99,92.78,,99.05,,92.74,97.77,50.23,94.87,OPTIMA,OPTIMA,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,-1,2.05,110,0.094,-1,7.23,8.06,2.1,8.51,85.67,ADECUADA,6,0.78
2024,2024--1,ANTIOQUIA,P. Uveros,C05001015,Agua Marina,8.74905942,-76.57962795,25,44.36,,92.79,,89.15,92.38,,56.25,INADECUADA,INADECUADA,,OPTIMA,,ADECUADA,OPTIMA,ACEPTABLE,,-1,3.14,340,0.72,-1,6.93,8.05,-1,52.2,-1,NO REPORTADO,5,0.66
2024,2024--1,ATLANTICO,Bocas de Ceniza (B),C08001003,Agua Estuarina,11.104833,-74.853778,98.42,13.2,92.49,95.51,1,65.34,74.58,92.13,66.54,OPTIMA,PESIMA,OPTIMA,OPTIMA,PESIMA,ACEPTABLE,ADECUADA,ACEPTABLE,OPTIMA,2.85,1.07,9200,0.45,245,5.53,7.32,27.7,88.4,41.76,INADECUADA,8,1
2024,2024--1,ATLANTICO,C. Balboa 2,C08002023,Agua Estuarina,10.9794,-74.9739,100,6.46,25,88.98,,92.88,97.89,98.37,1,OPTIMA,PESIMA,INADECUADA,ADECUADA,,OPTIMA,OPTIMA,PESIMA,OPTIMA,54.9,720,92000,1.1,-1,7.24,8.08,40.1,1604,27.39,INADECUADA,7,0.91
2024,2024--1,ATLANTICO,C. Mallorquin-Playa,C08003042,Agua Estuarina,11.036472,-74.859806,47.9,13.2,93.88,96.21,85.96,98.5,97.84,23.55,88.8,INADECUADA,PESIMA,OPTIMA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,ADECUADA,PESIMA,2.41,22.2,9200,0.38,2.19,7.8,8.07,192,22.4,55.58,ACEPTABLE,8,1
2024,2024--1,ATLANTICO,Caño Dulce,C08002018,Agua Marina,10.943294,-75.031319,86.94,51.92,,97.11,,79.45,62.49,97.04,79.2,ADECUADA,ACEPTABLE,,OPTIMA,,ADECUADA,ACEPTABLE,ADECUADA,OPTIMA,-1,0.58,240,0.29,-1,6.15,8.69,3.86,18.5,75.41,ADECUADA,6,0.78
2024,2024--1,ATLANTICO,P. Pradomar,C08001007,Agua Marina,11.004019,-74.953881,25,1,95.18,97.31,,91.21,80.81,,70.74,INADECUADA,PESIMA,OPTIMA,OPTIMA,,OPTIMA,ADECUADA,ADECUADA,,0.68,3.75,9400,0.27,-1,7.12,8.36,-1,29.3,39.38,INADECUADA,6,0.79
2024,2024--1,ATLANTICO,P. Puerto Colombia,C08002015,Agua Marina,10.990117,-74.959117,25,1,,97.51,91.93,81.19,78.32,78.23,64.89,INADECUADA,PESIMA,,OPTIMA,OPTIMA,ADECUADA,ADECUADA,ACEPTABLE,ADECUADA,-1,7.11,13000,0.25,4.72,6.28,8.41,18.1,37.8,39.9,INADECUADA,7,0.87
2024,2024--1,ATLANTICO,P. Salgar2,C08001005,Agua Marina,11.021056,-74.933833,70,6.07,,97.71,89.71,79.86,61.28,97.82,69.38,ADECUADA,PESIMA,,OPTIMA,ADECUADA,ADECUADA,ACEPTABLE,ACEPTABLE,OPTIMA,-1,1,2800,0.23,3.1,6.18,8.71,3.04,31.2,53.38,ACEPTABLE,7,0.87
2024,2024--1,ATLANTICO,P. Velero,C08002021,Agua Marina,10.9517639,-75.02975,55.77,17.75,,99.11,,81.59,60.68,97.56,45.67,ACEPTABLE,PESIMA,,OPTIMA,,ADECUADA,ACEPTABLE,INADECUADA,OPTIMA,-1,1.48,1300,0.088,-1,6.31,8.72,3.32,73,57.43,ACEPTABLE,6,0.78
2024,2024--1,ATLANTICO,Punta Astillero,C08002019,Agua Marina,10.799056,-75.226611,58.24,100,,95.61,,80.66,72.98,98.29,75.84,ACEPTABLE,OPTIMA,,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,-1,1.37,4,0.44,-1,6.24,8.51,2.51,22.6,86.53,ADECUADA,6,0.78
2024,2024--1,ATLANTICO,Punta Roca,C08001004,Agua Marina,11.045767,-74.91985,25,64.41,,97.91,,80.26,57.64,93.08,52.23,INADECUADA,ACEPTABLE,,OPTIMA,,ADECUADA,ACEPTABLE,ACEPTABLE,OPTIMA,-1,5.04,130,0.21,-1,6.21,8.77,7.52,59.7,72.39,ADECUADA,6,0.78
2024,2024--1,ATLANTICO,Rincon Hondo,C08002020,Agua Estuarina,10.9061111,-75.0359722,50.93,96.32,84.74,96.61,,79.05,91.04,,83.41,ACEPTABLE,OPTIMA,ADECUADA,OPTIMA,,ADECUADA,OPTIMA,ADECUADA,,4.81,20.2,26,0.34,-1,6.38,9.11,-1,35.9,79.7,ADECUADA,6,0.79
2024,2024--1,ATLANTICO,Santa Veronica2,C08002007,Agua Marina,10.883593,-75.086754,53.95,88.41,,99.23,88.24,78.36,55.82,97.56,45,ACEPTABLE,ADECUADA,,OPTIMA,ADECUADA,ADECUADA,ACEPTABLE,INADECUADA,OPTIMA,-1,1.58,27,0.076,2.39,6.07,8.8,3.32,74.4,76.14,ADECUADA,7,0.87
2024,2024--1,BOLIVAR,Alcalis,C13003050,Agua Estuarina,10.348694,-75.510583,90.73,91.85,88.42,97.31,52.92,51.77,97.15,68.64,94.99,OPTIMA,OPTIMA,ADECUADA,OPTIMA,ACEPTABLE,ACEPTABLE,OPTIMA,OPTIMA,ACEPTABLE,3.96,3.32,140,0.27,28.1,4.52,7.98,13,8.25,77.32,ADECUADA,8,1
2024,2024--1,BOLIVAR,C. las Quintas P01,C13003096,Agua Estuarina,10.4061,-75.5251,29.3,52.47,91.15,87.88,,68.55,96.85,60.87,83.75,INADECUADA,ACEPTABLE,OPTIMA,ADECUADA,,ACEPTABLE,OPTIMA,ADECUADA,ACEPTABLE,3.24,43.5,2200,1.21,-1,5.74,7.95,8.6,35,64.7,ACEPTABLE,7,0.91
2024,2024--1,BOLIVAR,Caño Raton,C13004026,Agua Marina,10.172022,-75.747542,99,100,45.61,,,81.46,92.38,,86.62,OPTIMA,OPTIMA,INADECUADA,,,ADECUADA,OPTIMA,ADECUADA,,3.21,0.18,6.8,-1,-1,6.3,8.05,-1,10.3,-1,NO REPORTADO,5,0.67
2024,2024--1,BOLIVAR,F. Emisario,C13003037,Agua Estuarina,10.38529,-75.533112,99.17,71.84,90.47,,72.86,63.85,97.57,59.07,97.62,OPTIMA,ADECUADA,OPTIMA,,ADECUADA,ACEPTABLE,OPTIMA,OPTIMA,ACEPTABLE,3.43,0.86,1100,-1,15.5,5.43,8.03,7.55,2.57,79.48,ADECUADA,8,1
2024,2024--1,BOLIVAR,F. Isla Arena,C13004025,Agua Marina,10.1588,-75.750099,99,100,42.75,,,81.59,91.03,,77.53,OPTIMA,OPTIMA,INADECUADA,,,ADECUADA,OPTIMA,ADECUADA,,3.34,0.18,1.8,-1,-1,6.31,8.1,-1,20.5,-1,NO REPORTADO,5,0.67
2024,2024--1,BOLIVAR,Isla Baru,C13004019,Agua Marina,10.156958,-75.65180799999999,46.87,98.3,27.87,,,75.29,90.73,,62.41,INADECUADA,OPTIMA,INADECUADA,,,ADECUADA,OPTIMA,ACEPTABLE,,3.91,2.46,9.3,-1,-1,5.85,8.11,-1,41.7,-1,NO REPORTADO,5,0.67
2024,2024--1,BOLIVAR,Isla Grande,C13004018,Agua Marina,10.18675,-75.735848,99,100,44.53,97.71,92.91,77.54,90.73,,86.52,OPTIMA,OPTIMA,INADECUADA,OPTIMA,OPTIMA,ADECUADA,OPTIMA,ADECUADA,,3.26,0.18,2,0.23,6.59,6.01,8.11,-1,10.4,81.1,ADECUADA,7,0.88
2024,2024--1,BOLIVAR,Oceanario,C13004035,Agua Marina,10.177833,-75.77169400000001,99,100,46.89,,88.62,80.4,91.6,,83.78,OPTIMA,OPTIMA,INADECUADA,,ADECUADA,ADECUADA,OPTIMA,ADECUADA,,3.15,0.18,2,-1,2.56,6.22,8.08,-1,13.3,79.33,ADECUADA,6,0.76
2024,2024--1,BOLIVAR,P. Blanca - Isla Barú,C13004038,Agua Marina,10.2183,-75.613894,97.88,59.12,46.25,,88.04,76.98,90.73,,82.51,OPTIMA,ACEPTABLE,INADECUADA,,ADECUADA,ADECUADA,OPTIMA,ADECUADA,,3.18,0.24,170,-1,2.3,5.97,8.11,-1,14.7,70.85,ADECUADA,6,0.76
2024,2024--1,BOLIVAR,P. Bocagrande,C13003048,Agua Marina,10.399708,-75.562011,25,54.75,37.55,,88.13,82.24,90.43,96.66,85.18,INADECUADA,ACEPTABLE,INADECUADA,,ADECUADA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,3.56,3.12,210,-1,2.34,6.36,8.12,4.25,11.8,71.95,ADECUADA,7,0.88
2024,2024--1,BOLIVAR,P. Castillogrande,C13003072,Agua Estuarina,10.39294,-75.55295,66.74,93.35,83.71,,99.35,80.07,97.95,,96.22,ACEPTABLE,OPTIMA,ADECUADA,,OPTIMA,ADECUADA,OPTIMA,OPTIMA,,5.03,12,93,-1,4.84,6.44,8.09,-1,5.57,86.79,ADECUADA,7,0.88
2024,2024--1,BOLIVAR,P. Crespo,C13003045,Agua Marina,10.454222,-75.51947200000001,37.3,75.8,35.52,,,81.06,90.43,97.07,80.83,INADECUADA,ADECUADA,INADECUADA,,,ADECUADA,OPTIMA,ADECUADA,OPTIMA,3.64,2.8,68,-1,-1,6.27,8.12,3.83,16.6,73.05,ADECUADA,6,0.79
2024,2024--1,BOLIVAR,P. Manzanillo,C13003041,Agua Marina,10.51004,-75.507347,57.06,64.41,45.61,,92.42,81.19,90.43,96.39,86.82,ACEPTABLE,ACEPTABLE,INADECUADA,,OPTIMA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,3.21,1.42,130,-1,5.34,6.28,8.12,4.52,10.1,76.34,ADECUADA,7,0.88
2024,2024--1,BOLIVAR,P. Marbella,C13003047,Agua Marina,10.432928,-75.543944,48.21,13.74,38.05,,90.62,81.46,90.43,96.15,78.03,INADECUADA,PESIMA,INADECUADA,,OPTIMA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,3.54,2.34,1700,-1,3.65,6.3,8.12,4.75,19.9,57.19,ACEPTABLE,7,0.88
2024,2024--1,BOLIVAR,P. Tierra Bomba,C13003075,Agua Estuarina,10.36487983,-75.54465319,96.76,96.94,88.7,98.5,82.52,67.62,97.95,,93.52,OPTIMA,OPTIMA,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,OPTIMA,OPTIMA,,3.89,1.54,17,0.15,12,5.68,8.09,-1,11.5,87.77,ADECUADA,7,0.88
2024,2024--1,BOLIVAR,Punta Canoa 2,C13001014,Agua Marina,10.571411,-75.523381,66.71,40.8,47.52,,,83.02,90.11,,84.52,ACEPTABLE,INADECUADA,INADECUADA,,,ADECUADA,OPTIMA,ADECUADA,,3.12,1.09,400,-1,-1,6.42,8.13,-1,12.5,-1,NO REPORTADO,5,0.67
2024,2024--1,CHOCO,Bahia Solano,P27002004,Agua Estuarina,6.232,-77.41169400000001,99.78,66.27,97.61,,,84.79,98.71,79.26,96.82,OPTIMA,ACEPTABLE,OPTIMA,,,ADECUADA,OPTIMA,OPTIMA,ADECUADA,0.99,0.69,1400,-1,-1,6.72,8.64,19,4.28,87.56,ADECUADA,7,0.91
2024,2024--1,CHOCO,Ensenada de Utría,P27002016,Agua Marina,6.000972,-77.35088900000001,89.25,31.74,95.32,,,85.77,51.57,93.1,88.14,ADECUADA,INADECUADA,OPTIMA,,,ADECUADA,ACEPTABLE,ADECUADA,OPTIMA,0.67,0.52,610,-1,-1,6.64,8.87,7.5,8.77,68.87,ACEPTABLE,6,0.79
2024,2024--1,CHOCO,Estero Tribugá,P27002013,Agua Estuarina,5.771583,-77.24775,99.6,93.39,97.36,98.4,,75.52,97.95,61.13,94.73,OPTIMA,OPTIMA,OPTIMA,OPTIMA,,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,1.1,0.74,92,0.16,-1,6.17,8.82,8.75,8.83,86.99,ADECUADA,7,0.91
2024,2024--1,CHOCO,F. Bahia Solano,P27002011,Agua Marina,6.251301,-77.41171299999999,86.94,20.48,87.41,97.71,91.45,86.01,66.67,70.16,87.02,ADECUADA,PESIMA,ADECUADA,OPTIMA,OPTIMA,ADECUADA,ACEPTABLE,ADECUADA,ADECUADA,1.14,0.58,1100,0.23,10.2,6.66,8.62,23.2,9.89,68.23,ACEPTABLE,8,1
2024,2024--1,CHOCO,F. Nuqui,P27002007,Agua Estuarina,5.716583,-77.275778,100,30.37,97.24,98.6,96.81,77.36,97.44,79.77,93.84,OPTIMA,INADECUADA,OPTIMA,OPTIMA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,ADECUADA,1.15,0.41,4000,0.14,3.8,6.28,8.87,19.3,10.8,77.67,ADECUADA,8,1
2024,2024--1,CHOCO,F. valle,P27002005,Agua Estuarina,6.097222,-77.431361,100,95.53,97.61,97.81,99.53,87.75,96.71,97.21,97.24,OPTIMA,OPTIMA,OPTIMA,OPTIMA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,OPTIMA,0.99,0.12,40,0.22,5.05,6.9,8.92,33.6,3.39,95.93,OPTIMA,8,1
2024,2024--1,CHOCO,Jurubidá estero,P27002020,Agua Estuarina,5.844444,-77.276528,100,90.2,97.92,90.68,80.12,87.43,98.76,95.01,95.48,OPTIMA,OPTIMA,OPTIMA,OPTIMA,ADECUADA,ADECUADA,OPTIMA,OPTIMA,OPTIMA,0.85,0.15,200,0.93,12.8,6.88,8.56,46.9,7.19,93.04,OPTIMA,8,1
2024,2024--1,CHOCO,P. Almejal,P27002017,Agua Marina,6.118247,-77.441394,96.71,1,88.91,,,87.2,51.57,86.99,96.25,OPTIMA,PESIMA,ADECUADA,,,ADECUADA,ACEPTABLE,OPTIMA,ADECUADA,1.06,0.29,16000,-1,-1,6.76,8.87,12.2,1.71,37.13,INADECUADA,6,0.79
2024,2024--1,CHOCO,P. Huina,P27002018,Agua Marina,6.27125,-77.453556,99,70.56,88.17,,,86.01,53.99,93.7,96.8,OPTIMA,ADECUADA,ADECUADA,,,ADECUADA,ACEPTABLE,OPTIMA,OPTIMA,1.1,0.18,93,-1,-1,6.66,8.83,6.99,1.34,80.13,ADECUADA,6,0.79
2024,2024--1,CHOCO,P. Jurubida,P27002015,Agua Estuarina,5.841556,-77.279889,100,94.57,97.49,98.5,,81.42,98.49,56.08,89.01,OPTIMA,OPTIMA,OPTIMA,OPTIMA,,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,1.04,0.4,61,0.15,-1,6.52,8.73,5.77,21.9,86.67,ADECUADA,7,0.91
2024,2024--1,CHOCO,P. Nuqui,P27002012,Agua Estuarina,5.71910556,-77.263725,100,84.51,96.93,97.61,,82.1,97.67,62.91,93.12,OPTIMA,ADECUADA,OPTIMA,OPTIMA,,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,1.28,0.59,450,0.24,-1,6.56,8.85,9.77,12.4,87.01,ADECUADA,7,0.91
2024,2024--1,CHOCO,P. Tribugá,P27002014,Agua Marina,5.765528000000001,-77.258667,56.83,31.74,83.51,99.07,,84.78,70.73,93.42,85.28,ACEPTABLE,INADECUADA,ADECUADA,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,1.34,1.43,610,0.092,-1,6.56,8.55,7.23,11.7,73.48,ADECUADA,7,0.91
2024,2024--1,CORDOBA,C. Bahia Cispata,C23001002,Agua Estuarina,9.406963000000001,-75.79939300000001,83.72,92.15,85.38,94.5,98.24,53.59,93.42,66.5,92.15,ADECUADA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,OPTIMA,OPTIMA,ACEPTABLE,4.67,5.56,130,0.55,4.24,4.67,7.75,11.8,14.6,80.11,ADECUADA,8,1
2024,2024--2,CORDOBA,C. Bahia Cispata,C23001002,Agua Estuarina,9.406963000000001,-75.79939300000001,93.63,13.2,,99.17,97.41,78.2,97.89,,96.24,OPTIMA,PESIMA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,,-1,2.45,9200,0.082,7.1,6.33,8.08,-1,5.54,63.51,ACEPTABLE,6,0.75
2024,2024--1,CORDOBA,C. Soledad,C23001048,Agua Estuarina,9.340186,-75.849146,97.06,92.78,25,96.91,,95.86,98.73,52.53,87.28,OPTIMA,OPTIMA,INADECUADA,OPTIMA,,OPTIMA,OPTIMA,ADECUADA,ACEPTABLE,34.1,153,110,0.31,-1,7.48,8.62,3.58,26.1,72.12,ADECUADA,7,0.91
2024,2024--2,CORDOBA,C. Soledad,C23001048,Agua Estuarina,9.340186,-75.849146,100,96.72,17.34,,,86.4,98.65,50.52,95.3,OPTIMA,OPTIMA,PESIMA,,,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,16.7,161,20,-1,-1,9,8.36,2.29,7.57,68.41,ACEPTABLE,7,0.91
2024,2024--1,CORDOBA,F. Agrotijo,C23001049,Agua Estuarina,9.368333,-75.80975000000001,49.68,90.2,29.54,,89.26,52.86,84.5,57.04,95.31,INADECUADA,OPTIMA,INADECUADA,,ADECUADA,ACEPTABLE,ADECUADA,OPTIMA,ACEPTABLE,13.9,21,200,,9.88,4.61,7.5,6.35,7.56,63.05,ACEPTABLE,8,1
2024,2024--2,CORDOBA,F. Agrotijo,C23001049,Agua Estuarina,9.368333,-75.80975000000001,58.3,87.32,54.2,,,79.56,87.17,61.77,95.42,ACEPTABLE,ADECUADA,ACEPTABLE,,,ADECUADA,ADECUADA,OPTIMA,ACEPTABLE,9.98,16,320,,-1,6.41,7.56,9.12,7.31,73.6,ADECUADA,7,0.91
2024,2024--1,CORDOBA,F. Cispata,C23001003,Agua Estuarina,9.411843,-75.781725,93.97,98.63,94.91,,,79.73,98.13,,97.05,OPTIMA,OPTIMA,OPTIMA,,,ADECUADA,OPTIMA,OPTIMA,,2.06,2.35,2,-1,-1,6.42,8.13,-1,3.79,92.87,OPTIMA,6,0.79
2024,2024--2,CORDOBA,F. Cispata,C23001003,Agua Estuarina,9.411843,-75.781725,85.45,91.85,98.24,,95.29,58.23,88.76,64.72,95.71,ADECUADA,OPTIMA,OPTIMA,,OPTIMA,ACEPTABLE,ADECUADA,OPTIMA,ACEPTABLE,0.7,4.99,140,-1,7.93,5.03,7.6,10.8,6.67,82.29,ADECUADA,8,1
2024,2024--1,CORDOBA,F. Tinajones,C23001005,Agua Estuarina,9.467142,-75.925466,96.65,82.66,95.67,,39.78,79.73,98.21,55.67,89.9,OPTIMA,ADECUADA,OPTIMA,,INADECUADA,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,1.78,1.57,540,-1,51,6.42,8.15,5.52,19.8,78.52,ADECUADA,8,1
2024,2024--2,CORDOBA,F. Tinajones,C23001005,Agua Estuarina,9.467142,-75.925466,99.6,13.2,97.15,,1,85.62,92.09,64.19,84.21,OPTIMA,PESIMA,OPTIMA,,PESIMA,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,1.19,0.74,9200,-1,166,6.77,7.7,10.5,33.8,44.41,INADECUADA,8,1
2024,2024--1,CORDOBA,Moñitos,C23002002,Agua Marina,9.246814,-76.132011,25,14.61,81.9,,92.63,84.03,63.69,96.38,62.72,INADECUADA,PESIMA,ADECUADA,,OPTIMA,ADECUADA,ACEPTABLE,ACEPTABLE,OPTIMA,1.42,5.58,1600,-1,8.39,6.5,8.67,4.53,41.2,60.34,ACEPTABLE,7,0.88
2024,2024--2,CORDOBA,Moñitos,C23002002,Agua Marina,9.246814,-76.132011,51.74,40.8,,,86.23,81.59,87.69,90.56,41.26,ACEPTABLE,INADECUADA,,,ADECUADA,ADECUADA,ADECUADA,INADECUADA,OPTIMA,-1,1.75,400,-1,14.6,6.31,8.2,9.55,82.4,66.56,ACEPTABLE,6,0.75
2024,2024--1,CORDOBA,P. Bello 1,C23001054,Agua Marina,9.4206944,-75.74041659999999,75.51,100,62.54,,,92.53,89.79,,95.03,ADECUADA,OPTIMA,ACEPTABLE,,,OPTIMA,ADECUADA,OPTIMA,,2.37,0.86,4.5,-1,-1,7.25,8.14,-1,2.6,-1,NO REPORTADO,5,0.67
2024,2024--2,CORDOBA,P. Bello 1,C23001054,Agua Marina,9.4206944,-75.74041659999999,62.1,54.75,,99.24,,81.06,90.43,,89.7,ACEPTABLE,ACEPTABLE,,OPTIMA,,ADECUADA,OPTIMA,ADECUADA,,-1,1.23,210,0.075,-1,6.27,8.12,-1,7.25,-1,NO REPORTADO,5,0.66
